交易日期,合约系列,隐含波动率,隐含波动率(%),varietyId
2025-02-26,ps2512,11.697372,11.6974,
2025-02-26,ps2601,19.589647,19.5896,
2025-02-27,ps2511,17.264793,17.2648,
2025-02-27,ps2601,18.401514,18.4015,
2025-02-27,ps2512,18.567473,18.5675,
2025-02-27,ps2510,17.264793,17.2648,
2025-02-27,ps2509,19.30947,19.3095,
2025-02-27,ps2506,18.583757,18.5838,
2025-02-27,ps2508,19.30947,19.3095,
2025-02-27,ps2507,17.892492,17.8925,
2025-02-28,ps2506,17.602222,17.6022,
2025-02-28,ps2507,24.245263,24.2453,
2025-02-28,ps2508,24.245263,24.2453,
2025-02-28,ps2509,24.245263,24.2453,
2025-02-28,ps2510,24.245263,24.2453,
2025-02-28,ps2511,18.100296,18.1003,
2025-02-28,ps2512,18.100296,18.1003,
2025-02-28,ps2601,18.100296,18.1003,
2025-03-03,ps2512,12.323452,12.3235,
2025-03-03,ps2510,12.323452,12.3235,
2025-03-03,ps2601,18.751804,18.7518,
2025-03-03,ps2511,12.323452,12.3235,
2025-03-03,ps2508,18.112958,18.113,
2025-03-03,ps2507,18.112958,18.113,
2025-03-03,ps2509,18.112958,18.113,
2025-03-03,ps2506,18.112958,18.113,
2025-03-04,ps2506,17.457669,17.4577,
2025-03-04,ps2507,16.49455,16.4946,
2025-03-04,ps2508,16.49455,16.4946,
2025-03-04,ps2509,16.49455,16.4946,
2025-03-04,ps2510,16.49455,16.4946,
2025-03-04,ps2511,16.49455,16.4946,
2025-03-04,ps2512,16.49455,16.4946,
2025-03-04,ps2601,16.49455,16.4946,
2025-03-04,ps2602,16.49455,16.4946,
2025-03-05,ps2506,17.409528,17.4095,
2025-03-05,ps2601,16.920418,16.9204,
2025-03-05,ps2512,16.920418,16.9204,
2025-03-05,ps2511,16.920418,16.9204,
2025-03-05,ps2510,16.920418,16.9204,
2025-03-05,ps2509,16.920418,16.9204,
2025-03-05,ps2508,16.920418,16.9204,
2025-03-05,ps2507,16.920418,16.9204,
2025-03-05,ps2602,16.920418,16.9204,
2025-03-06,ps2601,17.395786,17.3958,
2025-03-06,ps2512,17.395786,17.3958,
2025-03-06,ps2602,17.395786,17.3958,
2025-03-06,ps2511,17.395786,17.3958,
2025-03-06,ps2510,17.395786,17.3958,
2025-03-06,ps2509,16.915087,16.9151,
2025-03-06,ps2507,16.915087,16.9151,
2025-03-06,ps2506,17.615168,17.6152,
2025-03-06,ps2508,16.915087,16.9151,
2025-03-07,ps2601,17.736022,17.736,
2025-03-07,ps2512,17.147692,17.1477,
2025-03-07,ps2511,16.227516,16.2275,
2025-03-07,ps2509,16.6222,16.6222,
2025-03-07,ps2510,16.227516,16.2275,
2025-03-07,ps2508,16.6222,16.6222,
2025-03-07,ps2507,16.6222,16.6222,
2025-03-07,ps2506,17.478303,17.4783,
2025-03-07,ps2602,17.754637,17.7546,
2025-03-10,ps2511,16.217838,16.2178,
2025-03-10,ps2602,17.974247,17.9742,
2025-03-10,ps2601,16.122712,16.1227,
2025-03-10,ps2512,16.122712,16.1227,
2025-03-10,ps2510,16.217838,16.2178,
2025-03-10,ps2507,16.800329,16.8003,
2025-03-10,ps2506,16.800329,16.8003,
2025-03-10,ps2509,16.217838,16.2178,
2025-03-10,ps2508,16.800329,16.8003,
2025-03-11,ps2601,16.492417,16.4924,
2025-03-11,ps2506,17.53616,17.5362,
2025-03-11,ps2602,16.703364,16.7034,
2025-03-11,ps2511,16.176919,16.1769,
2025-03-11,ps2508,18.319588,18.3196,
2025-03-11,ps2509,18.319588,18.3196,
2025-03-11,ps2507,18.319588,18.3196,
2025-03-11,ps2510,16.176919,16.1769,
2025-03-11,ps2512,16.176919,16.1769,
2025-03-12,ps2602,15.467377,15.4674,
2025-03-12,ps2601,15.467377,15.4674,
2025-03-12,ps2512,15.467377,15.4674,
2025-03-12,ps2511,15.346531,15.3465,
2025-03-12,ps2510,15.346531,15.3465,
2025-03-12,ps2509,21.207371,21.2074,
2025-03-12,ps2508,21.207371,21.2074,
2025-03-12,ps2507,21.207371,21.2074,
2025-03-12,ps2506,16.975184,16.9752,
2025-03-13,ps2601,18.63179,18.6318,
2025-03-13,ps2512,18.63179,18.6318,
2025-03-13,ps2511,16.378212,16.3782,
2025-03-13,ps2509,16.163429,16.1634,
2025-03-13,ps2510,16.378212,16.3782,
2025-03-13,ps2508,16.163429,16.1634,
2025-03-13,ps2507,16.163429,16.1634,
2025-03-13,ps2506,15.953151,15.9532,
2025-03-13,ps2602,18.63179,18.6318,
2025-03-14,ps2601,16.22447,16.2245,
2025-03-14,ps2512,16.22447,16.2245,
2025-03-14,ps2511,15.000449,15.0004,
2025-03-14,ps2509,17.893036,17.893,
2025-03-14,ps2510,15.000449,15.0004,
2025-03-14,ps2508,17.893036,17.893,
2025-03-14,ps2507,17.893036,17.893,
2025-03-14,ps2506,16.767053,16.7671,
2025-03-14,ps2602,16.22447,16.2245,
2025-03-17,ps2511,16.830757,16.8308,
2025-03-17,ps2602,16.905746,16.9057,
2025-03-17,ps2601,16.905746,16.9057,
2025-03-17,ps2512,17.096735,17.0967,
2025-03-17,ps2510,18.126575,18.1266,
2025-03-17,ps2507,19.185817,19.1858,
2025-03-17,ps2506,18.991003,18.991,
2025-03-17,ps2509,17.944934,17.9449,
2025-03-17,ps2508,18.854272,18.8543,
2025-03-18,ps2511,17.626852,17.6269,
2025-03-18,ps2512,18.033754,18.0338,
2025-03-18,ps2508,19.435061,19.4351,
2025-03-18,ps2601,18.033754,18.0338,
2025-03-18,ps2602,18.033754,18.0338,
2025-03-18,ps2507,19.435061,19.4351,
2025-03-18,ps2506,19.707422,19.7074,
2025-03-18,ps2509,17.979439,17.9794,
2025-03-18,ps2510,17.979439,17.9794,
2025-03-19,ps2602,17.871412,17.8714,
2025-03-19,ps2601,17.871412,17.8714,
2025-03-19,ps2512,17.871412,17.8714,
2025-03-19,ps2511,17.879078,17.8791,
2025-03-19,ps2510,18.74903,18.749,
2025-03-19,ps2509,18.347646,18.3476,
2025-03-19,ps2508,16.838056,16.8381,
2025-03-19,ps2507,16.838056,16.8381,
2025-03-19,ps2506,19.435438,19.4354,
2025-03-20,ps2601,17.474779,17.4748,
2025-03-20,ps2512,17.757439,17.7574,
2025-03-20,ps2511,18.717144,18.7171,
2025-03-20,ps2509,15.47441,15.4744,
2025-03-20,ps2510,18.717144,18.7171,
2025-03-20,ps2508,15.47441,15.4744,
2025-03-20,ps2507,15.47441,15.4744,
2025-03-20,ps2506,19.245386,19.2454,
2025-03-20,ps2602,17.952133,17.9521,
2025-03-21,ps2601,16.606609,16.6066,
2025-03-21,ps2512,18.318193,18.3182,
2025-03-21,ps2511,18.318193,18.3182,
2025-03-21,ps2509,18.225031,18.225,
2025-03-21,ps2510,18.318193,18.3182,
2025-03-21,ps2508,18.225031,18.225,
2025-03-21,ps2507,18.225031,18.225,
2025-03-21,ps2506,19.393951,19.394,
2025-03-21,ps2602,16.606609,16.6066,
2025-03-24,ps2511,17.985528,17.9855,
2025-03-24,ps2602,17.985528,17.9855,
2025-03-24,ps2601,17.985528,17.9855,
2025-03-24,ps2512,17.985528,17.9855,
2025-03-24,ps2510,17.574318,17.5743,
2025-03-24,ps2507,17.804572,17.8046,
2025-03-24,ps2506,19.131971,19.132,
2025-03-24,ps2509,17.574318,17.5743,
2025-03-24,ps2508,17.804572,17.8046,
2025-03-25,ps2512,18.837893,18.8379,
2025-03-25,ps2510,17.744687,17.7447,
2025-03-25,ps2511,17.395025,17.395,
2025-03-25,ps2507,17.864977,17.865,
2025-03-25,ps2601,18.837893,18.8379,
2025-03-25,ps2506,17.016379,17.0164,
2025-03-25,ps2508,17.204568,17.2046,
2025-03-25,ps2602,18.837893,18.8379,
2025-03-25,ps2509,17.744687,17.7447,
2025-03-26,ps2512,18.162767,18.1628,
2025-03-26,ps2601,18.162767,18.1628,
2025-03-26,ps2602,18.162767,18.1628,
2025-03-26,ps2506,18.381546,18.3815,
2025-03-26,ps2507,16.208019,16.208,
2025-03-26,ps2508,16.208019,16.208,
2025-03-26,ps2509,16.208019,16.208,
2025-03-26,ps2510,17.943954,17.944,
2025-03-26,ps2511,17.943954,17.944,
2025-03-27,ps2507,18.808748,18.8087,
2025-03-27,ps2602,18.113445,18.1134,
2025-03-27,ps2512,18.113445,18.1134,
2025-03-27,ps2511,18.113445,18.1134,
2025-03-27,ps2506,18.862629,18.8626,
2025-03-27,ps2509,18.808748,18.8087,
2025-03-27,ps2508,18.808748,18.8087,
2025-03-27,ps2510,18.113445,18.1134,
2025-03-27,ps2601,18.113445,18.1134,
2025-03-28,ps2512,16.863979,16.864,
2025-03-28,ps2511,16.863979,16.864,
2025-03-28,ps2601,16.863979,16.864,
2025-03-28,ps2602,16.863979,16.864,
2025-03-28,ps2510,16.863979,16.864,
2025-03-28,ps2507,18.801008,18.801,
2025-03-28,ps2506,17.824124,17.8241,
2025-03-28,ps2508,18.801008,18.801,
2025-03-28,ps2509,18.801008,18.801,
2025-03-31,ps2601,17.533943,17.5339,
2025-03-31,ps2512,17.533943,17.5339,
2025-03-31,ps2511,17.533943,17.5339,
2025-03-31,ps2509,18.598484,18.5985,
2025-03-31,ps2510,17.533943,17.5339,
2025-03-31,ps2508,18.598484,18.5985,
2025-03-31,ps2507,18.598484,18.5985,
2025-03-31,ps2506,18.970445,18.9704,
2025-03-31,ps2602,17.533943,17.5339,
2025-04-01,ps2511,16.904566,16.9046,
2025-04-01,ps2602,18.049135,18.0491,
2025-04-01,ps2601,18.049135,18.0491,
2025-04-01,ps2512,18.049135,18.0491,
2025-04-01,ps2510,16.904566,16.9046,
2025-04-01,ps2507,16.828896,16.8289,
2025-04-01,ps2506,18.646787,18.6468,
2025-04-01,ps2509,16.828896,16.8289,
2025-04-01,ps2508,16.828896,16.8289,
2025-04-02,ps2511,17.860553,17.8606,
2025-04-02,ps2512,17.860553,17.8606,
2025-04-02,ps2508,16.914097,16.9141,
2025-04-02,ps2601,17.860553,17.8606,
2025-04-02,ps2602,17.860553,17.8606,
2025-04-02,ps2507,16.914097,16.9141,
2025-04-02,ps2506,18.529827,18.5298,
2025-04-02,ps2510,18.427616,18.4276,
2025-04-02,ps2509,18.427616,18.4276,
2025-04-03,ps2601,18.251555,18.2516,
2025-04-03,ps2512,18.251555,18.2516,
2025-04-03,ps2511,18.589117,18.5891,
2025-04-03,ps2510,18.583538,18.5835,
2025-04-03,ps2602,18.251555,18.2516,
2025-04-03,ps2508,17.600532,17.6005,
2025-04-03,ps2507,17.600532,17.6005,
2025-04-03,ps2506,19.132362,19.1324,
2025-04-03,ps2509,18.583538,18.5835,
2025-04-07,ps2510,18.615889,18.6159,
2025-04-07,ps2601,18.31526,18.3153,
2025-04-07,ps2512,18.84322,18.8432,
2025-04-07,ps2511,18.615889,18.6159,
2025-04-07,ps2509,18.512828,18.5128,
2025-04-07,ps2508,19.636636,19.6366,
2025-04-07,ps2507,19.636636,19.6366,
2025-04-07,ps2506,21.742175,21.7422,
2025-04-07,ps2602,18.31526,18.3153,
2025-04-08,ps2512,16.645421,16.6454,
2025-04-08,ps2510,20.992683,20.9927,
2025-04-08,ps2601,16.645421,16.6454,
2025-04-08,ps2509,23.857293,23.8573,
2025-04-08,ps2511,19.158704,19.1587,
2025-04-08,ps2508,25.290675,25.2907,
2025-04-08,ps2507,21.452689,21.4527,
2025-04-08,ps2506,25.650992,25.651,
2025-04-08,ps2602,24.137658,24.1377,
2025-04-09,ps2602,18.212022,18.212,
2025-04-09,ps2511,20.104923,20.1049,
2025-04-09,ps2601,17.464432,17.4644,
2025-04-09,ps2512,20.104923,20.1049,
2025-04-09,ps2510,21.145721,21.1457,
2025-04-09,ps2508,23.732793,23.7328,
2025-04-09,ps2507,24.928998,24.929,
2025-04-09,ps2506,28.415695,28.4157,
2025-04-09,ps2509,19.944425,19.9444,
2025-04-10,ps2603,18.578412,18.5784,
2025-04-10,ps2602,18.578412,18.5784,
2025-04-10,ps2601,18.713317,18.7133,
2025-04-10,ps2511,10.311881,10.3119,
2025-04-10,ps2510,20.40341,20.4034,
2025-04-10,ps2509,21.11635,21.1164,
2025-04-10,ps2507,24.197448,24.1974,
2025-04-10,ps2506,26.064779,26.0648,
2025-04-10,ps2512,19.547235,19.5472,
2025-04-10,ps2508,23.446218,23.4462,
2025-04-11,ps2603,17.993319,17.9933,
2025-04-11,ps2512,19.25842,19.2584,
2025-04-11,ps2602,19.212772,19.2128,
2025-04-11,ps2601,19.212772,19.2128,
2025-04-11,ps2511,19.404131,19.4041,
2025-04-11,ps2508,23.617392,23.6174,
2025-04-11,ps2509,22.30779,22.3078,
2025-04-11,ps2507,24.253572,24.2536,
2025-04-11,ps2506,28.44642,28.4464,
2025-04-11,ps2510,21.394961,21.395,
2025-04-14,ps2603,20.352509,20.3525,
2025-04-14,ps2602,20.352509,20.3525,
2025-04-14,ps2601,20.352509,20.3525,
2025-04-14,ps2512,18.326534,18.3265,
2025-04-14,ps2511,19.285784,19.2858,
2025-04-14,ps2509,22.45573,22.4557,
2025-04-14,ps2508,22.45573,22.4557,
2025-04-14,ps2507,24.746936,24.7469,
2025-04-14,ps2506,28.951707,28.9517,
2025-04-14,ps2510,21.372862,21.3729,
2025-04-15,ps2512,19.962367,19.9624,
2025-04-15,ps2603,19.431244,19.4312,
2025-04-15,ps2602,19.431244,19.4312,
2025-04-15,ps2601,19.926573,19.9266,
2025-04-15,ps2511,20.269956,20.27,
2025-04-15,ps2506,29.59277,29.5928,
2025-04-15,ps2509,21.764699,21.7647,
2025-04-15,ps2508,23.356031,23.356,
2025-04-15,ps2507,25.289876,25.2899,
2025-04-15,ps2510,21.932693,21.9327,
2025-04-16,ps2601,20.246775,20.2468,
2025-04-16,ps2512,19.733724,19.7337,
2025-04-16,ps2603,17.374177,17.3742,
2025-04-16,ps2602,20.246775,20.2468,
2025-04-16,ps2511,20.736023,20.736,
2025-04-16,ps2509,23.390272,23.3903,
2025-04-16,ps2508,23.552051,23.5521,
2025-04-16,ps2507,26.701438,26.7014,
2025-04-16,ps2506,30.300451,30.3005,
2025-04-16,ps2510,21.038138,21.0381,
2025-04-17,ps2602,20.299324,20.2993,
2025-04-17,ps2512,19.248575,19.2486,
2025-04-17,ps2603,20.299324,20.2993,
2025-04-17,ps2601,20.299324,20.2993,
2025-04-17,ps2511,20.869973,20.87,
2025-04-17,ps2509,19.274405,19.2744,
2025-04-17,ps2507,26.21423,26.2142,
2025-04-17,ps2510,19.274405,19.2744,
2025-04-17,ps2508,32.538384,32.5384,
2025-04-17,ps2506,28.914216,28.9142,
2025-04-18,ps2603,17.892749,17.8927,
2025-04-18,ps2602,22.821251,22.8213,
2025-04-18,ps2601,23.400961,23.401,
2025-04-18,ps2512,21.373665,21.3737,
2025-04-18,ps2511,22.755469,22.7555,
2025-04-18,ps2509,23.353954,23.354,
2025-04-18,ps2508,26.511658,26.5117,
2025-04-18,ps2507,28.981388,28.9814,
2025-04-18,ps2506,34.033725,34.0337,
2025-04-18,ps2510,22.755469,22.7555,
2025-04-21,ps2512,24.234316,24.2343,
