交易日期,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,隐含波动率(%)
2020-01-13,au2012                        ,15,924,7,13.174,,0.136973,13.6973
2020-01-14,au2004                        ,2206,6338,196,1349.096,,0.176561,17.6561
2020-01-14,au2006                        ,2304,6842,367,2251.336,,0.177999,17.7999
2020-01-14,au2008                        ,802,2098,148,940.99,,0.171722,17.1722
2020-01-14,au2010                        ,17,355,12,9.73,,0.140181,14.0181
2020-01-14,au2012                        ,14,927,3,16.854,,0.166989,16.6989
2020-01-15,au2004                        ,1741,6463,125,1088.326,,0.174231,17.4231
2020-01-15,au2006                        ,1624,6921,79,1535.94,,0.174317,17.4317
2020-01-15,au2008                        ,734,2190,92,852.654,,0.169148,16.9148
2020-01-15,au2010                        ,17,358,3,8.468,,0.131151,13.1151
2020-01-15,au2012                        ,38,933,6,36.292,,0.135091,13.5091
2020-01-16,au2102                        ,36,32,32,10.986,,0.132838,13.2838
2020-01-16,au2010                        ,48,378,20,17.732,,0.140588,14.0588
2020-01-16,au2008                        ,1530,2275,85,1583.846,,0.166889,16.6889
2020-01-16,au2006                        ,1659,7041,120,1512.944,,0.169935,16.9935
2020-01-16,au2012                        ,82,987,54,51.912,,0.14004,14.004
2020-01-16,au2004                        ,1977,6819,356,1214.316,,0.175239,17.5239
2020-01-17,au2004                        ,1845,7148,329,893.218,,0.165983,16.5983
2020-01-17,au2006                        ,1485,7225,184,1196.732,,0.170482,17.0482
2020-01-17,au2008                        ,2253,2403,128,2037.082,,0.160588,16.0588
2020-01-17,au2010                        ,93,402,24,61.03,,0.142284,14.2284
2020-01-17,au2012                        ,81,1047,60,52.374,,0.137674,13.7674
2020-01-17,au2102                        ,11,43,11,2.334,,0.127967,12.7967
2020-01-20,au2004                        ,1558,7236,88,705.036,,0.173049,17.3049
2020-01-20,au2006                        ,1347,7116,-109,1154.22,,0.17107,17.107
2020-01-20,au2008                        ,1014,2447,44,981.166,,0.157934,15.7934
2020-01-20,au2010                        ,64,422,20,31.008,,0.138593,13.8593
2020-01-20,au2012                        ,27,1065,18,19.12,,0.13464,13.464
2020-01-20,au2102                        ,4,47,4,1.44,,0.139607,13.9607
2020-01-21,au2102                        ,19,63,16,13.862,,0.154931,15.4931
2020-01-21,au2010                        ,61,455,33,20.678,,0.135903,13.5903
2020-01-21,au2008                        ,864,2366,-81,831.534,,0.155636,15.5636
2020-01-21,au2006                        ,1750,7295,179,1557.912,,0.166127,16.6127
2020-01-21,au2012                        ,22,1081,16,9.266,,0.136649,13.6649
2020-01-21,au2004                        ,1977,7303,67,1216.102,,0.162537,16.2537
2020-01-22,au2004                        ,3179,7411,108,2444.5,,0.167353,16.7353
2020-01-22,au2006                        ,2472,7232,-63,2768.36,,0.166122,16.6122
2020-01-22,au2008                        ,1603,2563,197,2120.634,,0.158083,15.8083
2020-01-22,au2010                        ,77,492,37,35.418,,0.143231,14.3231
2020-01-22,au2012                        ,47,1107,26,29.462,,0.151934,15.1934
2020-01-22,au2102                        ,11,72,9,7.92,,0.151619,15.1619
2020-01-23,au2008                        ,1807,2503,-60,1943.826,,0.166411,16.6411
2020-01-23,au2006                        ,2010,7162,-70,1962.452,,0.17082,17.082
2020-01-23,au2004                        ,2117,7459,48,1472.818,,0.174252,17.4252
2020-01-23,au2102                        ,24,93,21,4.378,,0.127564,12.7564
2020-01-23,au2012                        ,29,1112,5,20.616,,0.14482,14.482
2020-01-23,au2010                        ,63,527,35,28.314,,0.153578,15.3578
2020-02-03,au2006                        ,1312,6892,-270,1304.85,,0.170494,17.0494
2020-02-03,au2008                        ,169,2458,-45,213.63,,0.171194,17.1194
2020-02-03,au2004                        ,1786,7121,-338,1323.984,,0.192227,19.2227
2020-02-03,au2102                        ,5,95,2,0.826,,0.133955,13.3955
2020-02-03,au2010                        ,55,545,18,19.278,,0.149204,14.9204
2020-02-03,au2012                        ,11,1117,5,2.818,,0.142219,14.2219
2020-02-04,au2004                        ,1703,7332,211,1112.41,,0.185062,18.5062
2020-02-04,au2006                        ,1126,6913,21,1086.794,,0.172223,17.2223
2020-02-04,au2008                        ,326,2452,-6,399.458,,0.170082,17.0082
2020-02-04,au2010                        ,40,565,20,19.678,,0.151027,15.1027
2020-02-04,au2012                        ,15,1126,9,4.98,,0.140502,14.0502
2020-02-04,au2102                        ,2,97,2,1.044,,0.150377,15.0377
2020-02-05,au2004                        ,1197,7597,265,586.886,,0.173353,17.3353
2020-02-05,au2006                        ,1152,7025,112,911.732,,0.169151,16.9151
2020-02-05,au2008                        ,184,2466,14,194.548,,0.169297,16.9297
2020-02-05,au2010                        ,24,557,-8,8.224,,0.148726,14.8726
2020-02-05,au2012                        ,16,1119,-7,7.29,,0.144491,14.4491
2020-02-05,au2102                        ,33,116,19,19.098,,0.14628,14.628
2020-02-06,au2006                        ,754,7117,92,522.862,,0.170972,17.0972
2020-02-06,au2004                        ,1232,7992,395,451.512,,0.176834,17.6834
2020-02-06,au2008                        ,128,2502,36,163.066,,0.17076,17.076
2020-02-06,au2010                        ,17,553,-4,12.388,,0.151682,15.1682
2020-02-06,au2102                        ,0,116,0,0.0,,0.151682,15.1682
2020-02-06,au2012                        ,0,1119,0,0.0,,0.151682,15.1682
2020-02-07,au2004                        ,1234,8409,417,580.336,,0.164934,16.4934
2020-02-07,au2006                        ,563,7228,111,449.404,,0.164249,16.4249
2020-02-07,au2008                        ,278,2588,86,318.478,,0.161354,16.1354
2020-02-07,au2010                        ,11,552,-1,2.996,,0.148653,14.8653
2020-02-07,au2012                        ,4,1120,1,2.572,,0.155157,15.5157
2020-02-07,au2102                        ,5,121,5,3.73,,0.161756,16.1756
2020-02-10,au2008                        ,347,2688,100,422.82,,0.162513,16.2513
2020-02-10,au2006                        ,623,7209,-19,621.578,,0.164392,16.4392
2020-02-10,au2004                        ,1162,8552,143,550.374,,0.170927,17.0927
2020-02-10,au2102                        ,5,126,5,2.928,,0.155408,15.5408
2020-02-10,au2012                        ,37,1141,21,33.296,,0.163965,16.3965
2020-02-10,au2010                        ,14,544,-8,11.152,,0.1677,16.77
2020-02-11,au2006                        ,556,7306,97,361.844,,0.168572,16.8572
2020-02-11,au2004                        ,565,8711,159,238.322,,0.182313,18.2313
2020-02-11,au2008                        ,418,2864,176,400.206,,0.16113,16.113
2020-02-11,au2010                        ,126,569,25,215.726,,0.153676,15.3676
2020-02-11,au2102                        ,41,106,-20,15.992,,0.143769,14.3769
2020-02-11,au2012                        ,120,1146,5,266.222,,0.15395,15.395
2020-02-12,au2004                        ,715,8898,187,197.316,,0.175647,17.5647
2020-02-12,au2006                        ,498,7274,-32,384.662,,0.165863,16.5863
2020-02-12,au2008                        ,172,2904,40,135.934,,0.165143,16.5143
2020-02-12,au2010                        ,18,575,6,6.772,,0.149794,14.9794
2020-02-12,au2012                        ,7,1148,2,3.762,,0.150935,15.0935
2020-02-12,au2102                        ,15,107,1,7.554,,0.14767,14.767
2020-02-13,au2004                        ,1406,9262,364,689.026,,0.153843,15.3843
2020-02-13,au2006                        ,828,7411,137,674.286,,0.159054,15.9054
2020-02-13,au2008                        ,177,2937,33,223.876,,0.160252,16.0252
2020-02-13,au2010                        ,12,581,6,3.144,,0.149398,14.9398
2020-02-13,au2012                        ,12,1155,7,3.842,,0.140758,14.0758
2020-02-13,au2102                        ,13,108,1,2.784,,0.139033,13.9033
2020-02-14,au2008                        ,169,2977,40,108.334,,0.157077,15.7077
2020-02-14,au2006                        ,543,7456,45,414.71,,0.154988,15.4988
2020-02-14,au2004                        ,734,9291,29,352.474,,0.151083,15.1083
2020-02-14,au2010                        ,23,584,3,7.938,,0.147078,14.7078
2020-02-14,au2102                        ,0,108,0,0.0,,0.14216,14.216
2020-02-14,au2012                        ,11,1162,7,4.718,,0.14216,14.216
2020-02-17,au2004                        ,804,9356,65,275.008,,0.169822,16.9822
2020-02-17,au2006                        ,550,7556,100,373.11,,0.161983,16.1983
2020-02-17,au2008                        ,893,2999,22,842.456,,0.154489,15.4489
2020-02-17,au2010                        ,6,583,-1,2.404,,0.148364,14.8364
2020-02-17,au2012                        ,3,1161,-1,2.058,,0.157449,15.7449
2020-02-17,au2102                        ,2,109,1,1.098,,0.160249,16.0249
2020-02-18,au2004                        ,952,9521,165,318.708,,0.163516,16.3516
2020-02-18,au2005                        ,2,2,2,0.078,,0.17414,17.414
2020-02-18,au2006                        ,1842,7723,167,1367.05,,0.155121,15.5121
2020-02-18,au2008                        ,1255,3224,225,1248.378,,0.153601,15.3601
2020-02-18,au2010                        ,13,586,3,9.274,,0.148569,14.8569
2020-02-18,au2012                        ,3,1163,2,2.21,,0.160919,16.0919
2020-02-18,au2102                        ,3,111,2,3.05,,0.166442,16.6442
2020-02-19,au2005                        ,0,2,0,0.0,,0.165363,16.5363
2020-02-19,au2004                        ,2444,9380,-141,1267.044,,0.165363,16.5363
2020-02-19,au2006                        ,2873,8473,750,2342.9,,0.165425,16.5425
2020-02-19,au2008                        ,1495,3666,442,1378.706,,0.164162,16.4162
2020-02-19,au2012                        ,25,1164,1,19.186,,0.151493,15.1493
2020-02-19,au2010                        ,47,603,17,25.406,,0.154403,15.4403
2020-02-19,au2102                        ,8,113,2,1.224,,0.142555,14.2555
2020-02-20,au2004                        ,2190,9304,-76,902.418,,0.165781,16.5781
2020-02-20,au2005                        ,0,2,0,0.0,,0.165781,16.5781
2020-02-20,au2008                        ,2212,3403,-263,1476.43,,0.157966,15.7966
2020-02-20,au2102                        ,8,111,-2,2.074,,0.140629,14.0629
2020-02-20,au2010                        ,44,579,-24,8.626,,0.152045,15.2045
2020-02-20,au2012                        ,29,1165,1,8.038,,0.144173,14.4173
2020-02-20,au2006                        ,3132,8429,-44,1608.222,,0.161354,16.1354
2020-02-21,au2004                        ,3468,9390,86,1760.518,,0.173743,17.3743
2020-02-21,au2005                        ,2,3,1,0.71,,0.251056,25.1056
2020-02-21,au2006                        ,3795,8918,489,3462.296,,0.161623,16.1623
2020-02-21,au2008                        ,990,3323,-80,846.558,,0.158572,15.8572
2020-02-21,au2010                        ,51,574,-5,11.744,,0.151967,15.1967
2020-02-21,au2012                        ,40,1162,-3,12.006,,0.145495,14.5495
2020-02-21,au2102                        ,50,126,15,22.61,,0.143507,14.3507
2020-02-24,au2012                        ,79,1177,15,135.716,,0.146951,14.6951
2020-02-24,au2005                        ,2,5,2,1.952,,0.353419,35.3419
2020-02-24,au2006                        ,5884,9827,909,6690.684,,0.177038,17.7038
2020-02-24,au2004                        ,4474,9854,464,3137.95,,0.193712,19.3712
2020-02-24,au2010                        ,132,606,32,129.788,,0.152282,15.2282
2020-02-24,au2008                        ,936,3286,-37,783.45,,0.164576,16.4576
2020-02-24,au2102                        ,64,155,29,22.064,,0.147158,14.7158
2020-02-25,au2004                        ,4868,10176,322,3666.256,,0.194605,19.4605
2020-02-25,au2005                        ,9,9,4,7.964,,0.186002,18.6002
2020-02-25,au2006                        ,4291,10483,656,5210.302,,0.181744,18.1744
2020-02-25,au2008                        ,811,3346,60,950.64,,0.172035,17.2035
2020-02-25,au2010                        ,43,621,15,17.836,,0.158006,15.8006
2020-02-25,au2012                        ,33,1179,2,18.234,,0.156747,15.6747
2020-02-25,au2102                        ,27,165,10,10.544,,0.149936,14.9936
2020-02-26,au2102                        ,2,166,1,2.892,,0.176062,17.6062
2020-02-26,au2005                        ,10,16,7,1.99,,0.213192,21.3192
2020-02-26,au2006                        ,2578,10577,94,2226.474,,0.187899,18.7899
2020-02-26,au2004                        ,2779,10211,35,1375.73,,0.199671,19.9671
2020-02-26,au2010                        ,26,632,11,18.468,,0.174433,17.4433
2020-02-26,au2012                        ,14,1181,2,10.496,,0.155485,15.5485
2020-02-26,au2008                        ,1079,3279,-67,824.95,,0.173732,17.3732
2020-02-27,au2102                        ,6,171,5,4.75,,0.157233,15.7233
2020-02-27,au2005                        ,71,77,61,50.776,,0.198742,19.8742
2020-02-27,au2006                        ,2832,10833,256,2779.46,,0.188233,18.8233
2020-02-27,au2004                        ,2073,10499,288,1381.144,,0.199709,19.9709
2020-02-27,au2010                        ,11,632,0,4.23,,0.15776,15.776
2020-02-27,au2012                        ,21,1185,4,19.754,,0.15133,15.133
2020-02-27,au2008                        ,987,3174,-105,1091.502,,0.176163,17.6163
2020-02-28,au2004                        ,5890,10919,420,3565.11,,0.213995,21.3995
2020-02-28,au2005                        ,2,79,2,0.086,,0.172884,17.2884
2020-02-28,au2006                        ,4026,10711,-122,4377.378,,0.190622,19.0622
2020-02-28,au2008                        ,563,3195,21,938.358,,0.185156,18.5156
2020-02-28,au2010                        ,11,632,0,4.81,,0.166411,16.6411
2020-02-28,au2012                        ,29,1184,-1,32.146,,0.17046,17.046
2020-02-28,au2102                        ,17,171,0,1.95,,0.151865,15.1865
2020-03-02,au2005                        ,0,79,0,0.0,,0.241679,24.1679
2020-03-02,au2004                        ,4901,10546,-373,2190.074,,0.241679,24.1679
2020-03-02,au2006                        ,5198,11265,554,5029.066,,0.201826,20.1826
2020-03-02,au2008                        ,596,3207,12,690.856,,0.189126,18.9126
2020-03-02,au2012                        ,88,1170,-14,82.318,,0.156174,15.6174
2020-03-02,au2010                        ,93,622,-10,59.138,,0.166147,16.6147
2020-03-02,au2102                        ,51,207,36,72.716,,0.158123,15.8123
2020-03-03,au2004                        ,2145,10558,12,804.134,,0.235707,23.5707
2020-03-03,au2005                        ,0,79,0,0.0,,0.235707,23.5707
2020-03-03,au2006                        ,1849,11498,233,1901.636,,0.207041,20.7041
2020-03-03,au2008                        ,252,3219,12,382.488,,0.192884,19.2884
2020-03-03,au2010                        ,62,626,4,52.392,,0.17465,17.465
2020-03-03,au2012                        ,28,1169,-1,19.178,,0.172499,17.2499
2020-03-03,au2102                        ,5,211,4,7.79,,0.175494,17.5494
2020-03-04,au2004                        ,3880,10282,-276,1506.824,,0.228782,22.8782
2020-03-04,au2005                        ,5,81,2,1.446,,0.246521,24.6521
2020-03-04,au2008                        ,275,3251,32,269.9,,0.189795,18.9795
2020-03-04,au2102                        ,46,241,30,30.548,,0.15225,15.225
2020-03-04,au2010                        ,127,666,40,97.33,,0.185359,18.5359
2020-03-04,au2012                        ,47,1163,-6,19.408,,0.150074,15.0074
2020-03-04,au2006                        ,3273,11887,389,3142.606,,0.211735,21.1735
2020-03-05,au2004                        ,2106,10052,-230,629.272,,0.217958,21.7958
2020-03-05,au2005                        ,31,82,1,13.394,,0.210712,21.0712
2020-03-05,au2008                        ,360,3287,36,341.912,,0.180261,18.0261
2020-03-05,au2102                        ,33,254,13,14.346,,0.14989,14.989
2020-03-05,au2010                        ,51,673,7,38.738,,0.163627,16.3627
2020-03-05,au2012                        ,19,1151,-12,5.908,,0.152056,15.2056
2020-03-05,au2006                        ,1934,12092,205,1530.534,,0.195476,19.5476
2020-03-06,au2004                        ,4941,9500,-552,2172.81,,0.22382,22.382
2020-03-06,au2005                        ,2,83,1,0.76,,0.204643,20.4643
2020-03-06,au2006                        ,4837,12525,433,5254.202,,0.205025,20.5025
2020-03-06,au2008                        ,568,3313,26,646.24,,0.189524,18.9524
2020-03-06,au2010                        ,76,705,32,63.014,,0.180477,18.0477
2020-03-06,au2012                        ,55,1180,29,32.232,,0.155479,15.5479
2020-03-06,au2102                        ,9,258,4,5.91,,0.160127,16.0127
2020-03-09,au2005                        ,11,92,9,2.722,,0.235152,23.5152
2020-03-09,au2004                        ,4958,9491,-9,2987.958,,0.277911,27.7911
2020-03-09,au2006                        ,8863,13159,634,10093.79,,0.237414,23.7414
2020-03-09,au2008                        ,732,3377,64,968.086,,0.213818,21.3818
2020-03-09,au2010                        ,112,756,51,92.088,,0.19806,19.806
2020-03-09,au2102                        ,6,258,0,5.4,,0.17454,17.454
2020-03-09,au2012                        ,55,1183,3,55.938,,0.162402,16.2402
2020-03-10,au2004                        ,2993,9421,-70,1437.162,,0.271314,27.1314
2020-03-10,au2005                        ,0,92,0,0.0,,0.271314,27.1314
2020-03-10,au2006                        ,3429,13243,84,3326.564,,0.231262,23.1262
2020-03-10,au2008                        ,1170,3468,91,1576.48,,0.219295,21.9295
2020-03-10,au2010                        ,47,735,-21,37.366,,0.205783,20.5783
2020-03-10,au2012                        ,17,1185,2,4.274,,0.165244,16.5244
2020-03-10,au2102                        ,55,284,26,35.82,,0.16877,16.877
2020-03-11,au2004                        ,2306,9724,303,905.332,,0.263283,26.3283
2020-03-11,au2005                        ,2,94,2,0.472,,0.267319,26.7319
2020-03-11,au2008                        ,679,3439,-29,1094.982,,0.212328,21.2328
2020-03-11,au2102                        ,12,294,10,6.57,,0.163215,16.3215
2020-03-11,au2010                        ,36,720,-15,29.148,,0.205938,20.5938
2020-03-11,au2012                        ,0,1185,0,0.0,,0.205938,20.5938
2020-03-11,au2006                        ,2360,13608,365,2469.292,,0.227273,22.7273
2020-03-12,au2004                        ,3417,9813,89,1653.676,,0.259077,25.9077
2020-03-12,au2005                        ,7,96,2,2.026,,0.212263,21.2263
2020-03-12,au2008                        ,1056,3458,19,1305.778,,0.216119,21.6119
2020-03-12,au2102                        ,13,302,8,6.206,,0.173429,17.3429
2020-03-12,au2010                        ,41,724,4,25.146,,0.181941,18.1941
2020-03-12,au2012                        ,7,1188,3,1.718,,0.16688,16.688
2020-03-12,au2006                        ,3062,13404,-204,2937.262,,0.229843,22.9843
2020-03-13,au2004                        ,9367,9646,-167,4654.226,,0.367954,36.7954
2020-03-13,au2005                        ,80,107,11,45.168,,0.257294,25.7294
2020-03-13,au2006                        ,7311,13549,145,7387.552,,0.269626,26.9626
2020-03-13,au2008                        ,1684,3616,158,2473.624,,0.244136,24.4136
2020-03-13,au2010                        ,213,790,66,198.578,,0.210865,21.0865
2020-03-13,au2012                        ,224,1247,59,236.68,,0.185037,18.5037
2020-03-13,au2102                        ,77,313,11,92.434,,0.187913,18.7913
2020-03-16,au2005                        ,116,168,61,73.434,,0.296878,29.6878
2020-03-16,au2004                        ,6119,9069,-577,3392.414,,0.461641,46.1641
2020-03-16,au2008                        ,1096,3539,-77,1559.936,,0.271755,27.1755
2020-03-16,au2012                        ,324,1342,95,581.092,,0.212368,21.2368
2020-03-16,au2102                        ,63,332,19,44.436,,0.188481,18.8481
2020-03-16,au2006                        ,6282,13288,-261,7597.39,,0.315184,31.5184
2020-03-16,au2010                        ,230,827,37,312.34,,0.267795,26.7795
2020-03-17,au2004                        ,5809,9125,56,3516.784,,0.541581,54.1581
2020-03-17,au2005                        ,120,221,53,117.688,,0.358609,35.8609
2020-03-17,au2006                        ,6249,12896,-392,7966.072,,0.362886,36.2886
2020-03-17,au2008                        ,1252,3468,-71,1966.894,,0.306486,30.6486
2020-03-17,au2010                        ,156,854,27,183.806,,0.282466,28.2466
2020-03-17,au2012                        ,74,1370,28,85.038,,0.245825,24.5825
2020-03-17,au2102                        ,70,333,1,84.23,,0.22284,22.284
2020-03-17,au2104                        ,53,51,51,153.752,,0.188746,18.8746
2020-03-18,au2008                        ,1563,3468,0,2834.314,,0.310449,31.0449
2020-03-18,au2005                        ,59,244,23,30.862,,0.472878,47.2878
2020-03-18,au2006                        ,4873,12663,-233,6719.512,,0.356898,35.6898
2020-03-18,au2004                        ,4965,8590,-535,2819.262,,0.467362,46.7362
2020-03-18,au2104                        ,29,76,25,39.55,,0.216819,21.6819
2020-03-18,au2012                        ,41,1373,3,51.414,,0.240929,24.0929
2020-03-18,au2102                        ,43,354,21,47.328,,0.234295,23.4295
2020-03-18,au2010                        ,120,805,-49,139.254,,0.256907,25.6907
2020-03-19,au2006                        ,5205,12432,-231,8639.586,,0.406233,40.6233
2020-03-19,au2008                        ,923,3279,-189,2401.6,,0.3555,35.55
2020-03-19,au2005                        ,190,262,18,98.844,,0.408673,40.8673
2020-03-19,au2004                        ,3358,8318,-272,1879.112,,0.54768,54.768
2020-03-19,au2012                        ,56,1382,9,93.542,,0.246871,24.6871
2020-03-19,au2102                        ,73,365,11,87.634,,0.228867,22.8867
2020-03-19,au2104                        ,57,124,48,142.54,,0.218974,21.8974
2020-03-19,au2010                        ,157,815,10,247.138,,0.279835,27.9835
2020-03-20,au2004                        ,4578,8224,-94,1122.554,,0.467622,46.7622
2020-03-20,au2005                        ,178,249,-13,133.298,,0.385278,38.5278
2020-03-20,au2006                        ,5163,12914,482,6898.022,,0.375731,37.5731
2020-03-20,au2008                        ,2274,3438,159,4958.29,,0.335673,33.5673
2020-03-20,au2010                        ,162,824,9,254.702,,0.284737,28.4737
2020-03-20,au2012                        ,48,1393,11,67.98,,0.247387,24.7387
2020-03-20,au2102                        ,1,365,0,1.0,,0.23204,23.204
2020-03-20,au2104                        ,25,134,10,27.052,,0.220265,22.0265
2020-03-23,au2005                        ,23,255,6,8.102,,0.402571,40.2571
2020-03-23,au2008                        ,876,3639,201,1410.328,,0.30774,30.774
2020-03-23,au2004                        ,2835,8159,-65,1299.27,,0.44626,44.626
2020-03-23,au2006                        ,2003,13074,160,2442.252,,0.360149,36.0149
2020-03-23,au2102                        ,13,363,-2,17.374,,0.227979,22.7979
2020-03-23,au2104                        ,2,136,2,1.19,,0.207164,20.7164
2020-03-23,au2012                        ,81,1366,-27,133.226,,0.24194,24.194
2020-03-23,au2010                        ,112,766,-58,155.854,,0.27337,27.337
2020-03-24,au2004                        ,6374,6844,-1315,2481.666,,0.429255,42.9255
2020-03-24,au2005                        ,21,250,-5,6.578,,0.382584,38.2584
2020-03-24,au2006                        ,5225,12663,-411,6649.942,,0.36312,36.312
2020-03-24,au2008                        ,778,3547,-92,1446.122,,0.325947,32.5947
2020-03-24,au2010                        ,191,828,62,288.114,,0.285651,28.5651
2020-03-24,au2012                        ,141,1420,54,206.468,,0.248312,24.8312
2020-03-24,au2102                        ,44,389,26,100.866,,0.22796,22.796
2020-03-24,au2104                        ,56,156,20,83.716,,0.220807,22.0807
2020-03-25,au2005                        ,28,256,6,9.588,,0.377376,37.7376
2020-03-25,au2008                        ,1109,3451,-96,2090.308,,0.320874,32.0874
